group_code,group_name,table_name,column_name,declared_type,primary_key,not_null,required_without_default,nullable,schema_default,foreign_key,unique_participant,check_or_cross_column_rule,status_policy,derivation_or_authoring_rule,common_failure
G07,application_core,candidate_snapshot,cancelled_at,TEXT,no,no,no,yes,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid value/combination → CHECK or trigger rejection
G07,application_core,candidate_snapshot,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: candidate_snapshot.created_at
G07,application_core,candidate_snapshot,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: candidate_snapshot.updated_at
G07,application_core,person,id,INTEGER,yes,no,no,no,,,no,yes,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid value/combination → CHECK or trigger rejection
G07,application_core,person,person_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: person.person_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,person,normalized_person_name,TEXT,no,yes,yes,no,,,no,yes,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,omit → NOT NULL constraint failed: person.normalized_person_name; invalid value/combination → CHECK or trigger rejection
G07,application_core,person,normalized_first_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G07,application_core,person,normalized_middle_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G07,application_core,person,normalized_last_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G07,application_core,person,normalized_email_address,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,omit → NOT NULL constraint failed: person.normalized_email_address; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,person,normalized_phone,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G07,application_core,person,person_status,TEXT,no,yes,no,no,active,,no,yes,schema_default,A newly created canonical person is active unless later merged or retired.,invalid value/combination → CHECK or trigger rejection
G07,application_core,person,merged_into_person_id,INTEGER,no,no,no,yes,,person.id ON DELETE RESTRICT,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,person,current_application_id,INTEGER,no,no,no,yes,,application.id ON DELETE SET NULL,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G07,application_core,person,current_candidate_snapshot_id,INTEGER,no,no,no,yes,,candidate_snapshot.id ON DELETE SET NULL,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G07,application_core,person,highest_person_education_id,INTEGER,no,no,no,yes,,person_education.id ON DELETE SET NULL,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G07,application_core,person,current_person_position_id,INTEGER,no,no,no,yes,,person_position.id ON DELETE SET NULL,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G07,application_core,person,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person.created_at
G07,application_core,person,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person.updated_at
G07,application_core,person_contact,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G07,application_core,person_contact,person_id,INTEGER,no,yes,yes,no,,person.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_contact.person_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G07,application_core,person_contact,contact_type_id,INTEGER,no,yes,yes,no,,contact_type.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_contact.contact_type_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G07,application_core,person_contact,source_candidate_snapshot_id,INTEGER,no,no,no,yes,,candidate_snapshot.id ON DELETE SET NULL,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G07,application_core,person_contact,normalized_contact_value,TEXT,no,yes,yes,no,,,no,yes,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,omit → NOT NULL constraint failed: person_contact.normalized_contact_value; invalid value/combination → CHECK or trigger rejection
G07,application_core,person_contact,contact_value_hmac,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_contact.contact_value_hmac; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,person_contact,hmac_key_version,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_contact.hmac_key_version; invalid value/combination → CHECK or trigger rejection
G07,application_core,person_contact,is_primary,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G07,application_core,person_contact,is_verified,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G07,application_core,person_contact,first_seen_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_contact.first_seen_at
G07,application_core,person_contact,last_seen_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_contact.last_seen_at
G07,application_core,person_contact,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_contact.created_at
G07,application_core,person_contact,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_contact.updated_at
G07,application_core,person_link,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G07,application_core,person_link,person_id,INTEGER,no,yes,yes,no,,person.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_link.person_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G07,application_core,person_link,source_candidate_snapshot_id,INTEGER,no,no,no,yes,,candidate_snapshot.id ON DELETE SET NULL,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G07,application_core,person_link,link_type,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_link.link_type; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
